Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Total_Bathrooms,Total_Porch_SF,Lot Area_Log,SalePrice_Log
343,526351100,20,5,85.0,10200,3,3,4,15,2,0,2,6,5,1974,1974,3,9,1,440.0,3,3,1,3,3,3,3,844.0,6,0.0,590.0,1434.0,3,1,4,1434,0,0,1434,1.0,0.0,2,0,4,1,3,7,7,1,1,1974.0,2,2.0,2,80,21,0,0,0,0,0,6,2009,9,4,157000,3.0,21,9.23024103368252,11.964007453736912
344,526355080,80,5,75.0,13860,3,3,4,15,2,0,7,8,7,1972,1995,1,9,3,0.0,4,3,1,4,3,1,2,1410.0,6,0.0,542.0,1952.0,4,1,4,2000,704,0,2704,1.0,0.0,2,1,4,1,5,9,7,3,1,1972.0,0,2.0,2,269,111,0,0,0,0,0,7,2009,9,4,345000,3.5,111,9.536834420213353,12.75130259456002
345,527105070,60,5,88.0,10179,0,3,0,8,2,0,5,6,5,1997,1997,1,13,3,0.0,3,3,2,4,3,3,0,847.0,6,0.0,98.0,945.0,5,1,4,945,663,0,1608,0.0,0.0,2,1,3,1,3,7,7,1,1,1997.0,0,2.0,2,252,30,0,0,0,0,0,7,2009,9,4,189500,2.5,30,9.228180290104513,12.15214958053555
346,527105130,60,5,64.0,11792,0,3,4,8,2,0,5,8,5,2003,2003,1,13,1,188.0,4,3,2,4,3,1,2,850.0,6,0.0,158.0,1008.0,5,1,4,1008,1275,0,2283,0.0,0.0,2,1,4,1,4,9,7,1,3,2003.0,0,3.0,2,120,46,0,0,0,0,0,8,2009,9,4,270000,2.5,46,9.37526141408997,12.506180941677357
347,527107130,80,5,60.0,8400,3,3,4,8,2,0,7,7,5,1996,1997,1,6,1,32.0,3,3,2,4,3,3,2,284.0,6,0.0,100.0,384.0,4,1,4,958,670,0,1628,0.0,0.0,2,1,3,1,3,7,7,1,3,1996.0,0,2.0,2,48,72,0,0,0,0,490,6,2009,9,4,189000,2.5,72,9.036106025364846,12.149507585033072
348,527108070,20,5,42.0,14892,0,1,1,8,2,0,2,9,5,2006,2007,1,13,4,160.0,5,3,2,5,3,1,2,1320.0,6,0.0,426.0,1746.0,5,1,4,1746,0,0,1746,1.0,0.0,2,0,3,1,5,7,7,2,1,2006.0,0,3.0,2,201,39,0,0,0,0,0,10,2009,9,4,377500,3.0,39,9.608646582885868,12.84132849667433
349,527110020,80,5,64.0,8530,0,3,4,8,2,0,7,7,5,1995,1996,1,6,1,22.0,3,3,2,4,3,3,6,0.0,6,0.0,384.0,384.0,4,1,4,804,670,0,1474,0.0,0.0,2,1,3,1,3,7,7,1,3,1995.0,0,2.0,2,120,72,0,0,0,0,700,5,2009,9,4,168500,2.5,72,9.051461866908694,12.034696963475044
350,527127100,120,5,28.0,7296,0,3,1,25,2,4,2,8,5,2004,2005,1,5,3,0.0,4,3,2,5,3,0,2,1965.0,6,0.0,243.0,2208.0,5,1,4,2522,0,0,2522,1.0,0.0,2,0,1,1,4,8,7,1,1,2004.0,0,2.0,2,182,57,0,0,0,0,0,11,2009,9,4,375000,3.0,57,8.89521858376562,12.834683971615659
351,527131030,120,5,40.0,5664,0,3,4,25,2,4,2,8,5,2000,2000,1,5,3,0.0,4,3,2,4,3,3,2,1158.0,6,0.0,343.0,1501.0,5,1,4,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,7,1,1,2000.0,0,2.0,2,212,59,0,0,0,0,0,10,2009,9,4,278000,3.0,59,8.642062173462106,12.535379989788607
352,527132090,120,5,61.0,7380,0,3,0,25,2,0,2,8,5,1998,1998,1,5,3,0.0,3,3,2,4,3,0,2,341.0,6,0.0,1077.0,1418.0,5,1,4,1478,0,0,1478,1.0,0.0,2,0,2,1,3,5,7,0,1,1998.0,0,2.0,2,168,43,0,0,0,0,0,7,2009,9,4,240000,3.0,43,8.906664409770052,12.388398368982115
353,527146010,120,5,57.0,8013,0,3,0,25,2,4,2,8,5,1995,1996,1,5,3,0.0,4,3,2,4,3,3,2,741.0,6,0.0,846.0,1587.0,5,1,4,1734,0,0,1734,1.0,0.0,2,0,2,1,4,6,7,0,1,1995.0,2,2.0,2,52,50,0,0,0,0,0,9,2009,9,4,239500,3.0,50,8.98894529119609,12.386312871189734
354,527161040,80,5,57.0,8923,0,3,4,8,2,0,7,7,5,1998,1998,1,13,3,0.0,4,3,2,4,3,3,2,189.0,6,0.0,195.0,384.0,4,1,4,751,631,0,1382,0.0,0.0,2,1,3,1,3,7,7,1,3,1998.0,0,2.0,2,256,0,0,0,0,0,0,2,2009,9,4,177500,2.5,0,9.096499555552423,12.086731521684555
355,527162110,60,5,74.0,10141,0,3,0,8,2,0,5,7,5,1998,1998,1,13,1,40.0,3,3,2,4,3,3,6,0.0,6,0.0,832.0,832.0,4,1,4,885,833,0,1718,0.0,0.0,2,1,3,1,3,7,7,1,1,1998.0,0,2.0,2,0,94,0,0,291,0,0,12,2009,9,4,185000,2.5,385,9.224440496354964,12.128116509451258
356,527162120,60,5,60.0,7500,3,3,4,8,2,0,5,6,5,1998,1999,1,13,3,0.0,4,3,2,4,3,3,2,476.0,6,0.0,476.0,952.0,4,1,4,952,684,0,1636,1.0,0.0,2,1,3,1,3,7,7,1,1,1998.0,0,2.0,2,0,84,0,0,0,0,0,10,2009,9,4,191000,3.5,84,8.922791623969637,12.160033942617156
357,527163040,60,5,59.0,7837,0,3,4,8,2,0,5,6,7,1993,1994,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,799.0,799.0,4,1,4,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,7,1,1,1993.0,2,2.0,2,0,40,0,0,0,0,0,5,2009,9,4,178000,2.5,40,8.966738978759576,12.08954444723597
358,527163070,60,5,64.0,9765,1,3,0,8,2,0,5,6,8,1993,1993,1,13,1,68.0,5,4,2,4,4,3,0,310.0,6,0.0,370.0,680.0,4,1,4,680,790,0,1470,0.0,0.0,2,1,3,1,3,6,7,1,3,1993.0,0,2.0,2,232,63,0,0,0,0,480,4,2009,9,4,185000,2.5,63,9.186662244621605,12.128116509451258
359,527163130,60,5,64.0,8803,0,3,4,8,2,0,5,6,5,1994,1995,1,6,3,0.0,3,3,2,4,3,3,2,600.0,6,0.0,107.0,707.0,4,1,4,707,809,0,1516,1.0,0.0,2,1,3,1,4,7,7,1,1,1994.0,0,2.0,2,0,46,0,0,0,0,0,7,2009,9,4,181316,3.5,46,9.082961442646353,12.108002159583695
360,527164020,20,5,58.0,7250,3,3,4,8,2,0,2,6,5,1993,1993,1,6,1,45.0,3,3,2,4,3,3,6,0.0,6,0.0,1181.0,1181.0,5,1,4,1190,0,0,1190,0.0,0.0,2,0,3,1,4,6,7,1,1,1993.0,3,2.0,2,0,21,0,0,0,0,0,11,2009,9,4,166000,2.0,21,8.888894669371593,12.019749091416921
361,527164060,60,5,64.0,9636,0,3,0,8,2,0,5,6,5,1992,1993,1,13,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,808.0,808.0,4,1,4,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,7,1,3,1993.0,2,2.0,2,342,40,0,0,0,0,0,12,2009,9,4,178000,2.5,40,9.173365135851288,12.08954444723597
362,527164090,60,5,65.0,8125,3,3,4,8,2,0,5,6,5,1994,1995,1,6,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,702.0,702.0,4,1,4,702,779,0,1481,0.0,0.0,2,1,3,1,3,6,7,1,1,1994.0,0,2.0,2,0,36,0,0,0,0,0,3,2009,9,4,174000,2.5,36,9.002824076547672,12.066816325306588
363,527165130,20,5,64.0,9248,0,3,4,8,2,0,2,6,6,1992,1992,1,6,1,106.0,3,3,2,4,3,3,2,560.0,6,0.0,598.0,1158.0,4,1,4,1167,0,0,1167,1.0,0.0,2,0,3,1,4,6,7,0,1,1992.0,2,2.0,2,120,26,0,0,0,0,0,7,2009,9,4,173000,3.0,26,9.13227071655426,12.06105265381003
364,527166010,60,5,64.0,10762,0,3,1,8,2,0,5,7,5,1999,1999,1,13,3,344.0,4,3,2,4,3,3,2,694.0,6,0.0,284.0,978.0,5,1,4,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,7,1,1,1999.0,0,2.0,2,0,0,0,0,0,0,0,5,2009,9,4,225000,2.5,0,9.283869605264298,12.323860125621126
365,527180100,20,5,99.0,11851,3,3,0,8,2,0,2,7,5,1990,1990,1,6,3,0.0,3,3,2,4,3,3,6,0.0,6,0.0,1424.0,1424.0,5,1,4,1442,0,0,1442,0.0,0.0,2,0,3,1,3,5,7,0,1,1990.0,2,2.0,2,0,34,0,508,0,0,0,5,2009,9,4,180500,2.0,542,9.380251908693456,12.103491596905931
366,527182110,120,5,60.0,5814,0,3,1,25,2,4,2,8,5,1984,1984,1,6,3,0.0,4,3,1,4,3,0,2,1036.0,6,0.0,184.0,1220.0,4,1,4,1360,0,0,1360,1.0,0.0,1,0,1,1,4,4,7,1,1,1984.0,2,2.0,2,63,0,0,0,0,0,0,8,2009,0,0,187500,2.0,0,8.668196064952765,12.141539457711714
367,527214050,20,5,63.0,17423,0,3,1,25,2,0,2,9,5,2008,2009,3,13,4,748.0,5,3,2,5,3,3,2,1904.0,6,0.0,312.0,2216.0,5,1,4,2234,0,0,2234,1.0,0.0,2,0,1,1,5,9,7,1,1,2009.0,0,3.0,2,0,60,0,0,0,0,0,7,2009,6,5,501837,3.0,60,9.765603845172741,13.126032637428713
368,527254020,20,5,80.0,11844,0,3,4,25,2,0,2,8,5,2008,2008,3,13,4,464.0,4,3,2,5,3,2,6,0.0,6,0.0,2046.0,2046.0,5,1,4,2046,0,0,2046,0.0,0.0,2,1,3,1,4,7,7,1,1,2008.0,0,3.0,2,322,82,0,0,0,0,0,7,2009,6,5,372500,2.5,82,9.379661116592885,12.827995001361906
369,527258020,20,5,124.0,16158,0,2,4,25,2,0,2,7,5,2005,2005,3,13,4,16.0,4,3,2,5,3,0,0,1274.0,6,0.0,256.0,1530.0,5,1,4,1530,0,0,1530,1.0,0.0,2,0,3,1,4,7,7,1,1,2005.0,0,2.0,2,168,36,0,0,0,0,0,6,2009,9,4,260000,3.0,36,9.690232448972248,12.468440756144114
370,527276160,60,5,85.0,11900,3,3,4,8,2,0,5,5,6,1977,1977,1,6,1,157.0,3,3,2,4,3,3,0,400.0,6,0.0,722.0,1122.0,5,1,4,946,988,0,1934,1.0,0.0,2,1,3,1,3,6,7,1,1,1977.0,3,2.0,1,0,176,0,0,200,0,0,7,2009,9,4,185000,3.5,376,9.38437770918244,12.128116509451258
371,527301320,60,5,94.0,13005,0,3,0,17,2,0,5,7,7,1980,1980,1,5,1,278.0,4,3,1,4,3,3,2,692.0,6,0.0,153.0,845.0,3,1,4,1153,1200,0,2353,1.0,0.0,2,1,4,1,5,10,7,1,1,1983.0,2,2.0,2,288,195,0,0,0,0,0,8,2009,9,4,260000,3.5,195,9.473166068429098,12.468440756144114
372,527302175,20,5,48.0,17043,0,3,1,17,2,0,2,6,5,1979,1998,1,6,3,0.0,3,4,1,4,2,3,6,0.0,6,0.0,1362.0,1362.0,3,1,4,1586,0,0,1586,0.0,0.0,2,0,3,1,3,7,7,1,1,1979.0,3,2.0,2,192,0,0,0,0,0,0,1,2009,9,4,181000,2.0,0,9.743553514619803,12.10625783509458
373,527326040,20,5,85.0,11900,3,3,4,17,2,0,2,7,5,1977,1977,3,9,1,209.0,3,4,1,3,3,3,0,822.0,6,0.0,564.0,1386.0,3,1,4,1411,0,0,1411,0.0,0.0,2,0,3,1,3,6,7,1,1,1977.0,0,2.0,2,192,0,0,0,0,0,0,4,2009,9,3,82500,2.0,0,9.38437770918244,11.320565693461432
374,527326150,20,5,80.0,16635,0,3,2,17,2,0,2,6,7,1977,2000,1,5,4,126.0,4,3,1,4,3,3,0,1246.0,6,0.0,356.0,1602.0,4,1,4,1602,0,0,1602,0.0,1.0,2,0,3,1,4,8,7,1,1,1977.0,0,2.0,2,240,0,0,0,0,0,0,6,2009,9,4,215000,2.5,0,9.719324300862802,12.278397958261774
375,527352150,60,5,80.0,13250,0,3,4,17,8,0,5,7,6,1978,1978,1,6,1,256.0,3,3,1,4,3,3,6,0.0,6,0.0,832.0,832.0,3,1,4,1154,896,0,2050,0.0,0.0,2,1,4,1,4,8,7,1,1,1978.0,2,2.0,2,192,192,0,0,0,0,0,5,2009,9,0,154000,2.5,192,9.491828300264636,11.944714374881176
376,527353020,20,5,80.0,10928,3,3,4,17,2,0,2,6,6,1978,1986,1,13,1,101.0,3,3,2,3,3,3,3,363.0,6,0.0,1064.0,1427.0,3,1,4,1671,0,0,1671,0.0,0.0,2,0,3,1,3,7,7,1,1,1978.0,2,2.0,2,252,55,0,0,0,0,0,8,2009,9,4,200000,2.0,55,9.299175085676673,12.206077645517674
377,527353060,60,5,80.0,12388,0,3,4,17,2,0,5,7,7,1980,1991,1,9,1,229.0,3,3,1,4,3,3,0,602.0,6,0.0,441.0,1043.0,3,1,4,1539,1134,0,2673,0.0,0.0,2,1,4,1,4,9,7,1,3,1980.0,2,2.0,2,178,84,0,0,0,0,0,8,2009,9,4,249000,2.5,84,9.424564261115739,12.425212191503038
378,527354100,80,5,80.0,14115,3,3,4,17,2,0,7,7,5,1980,1980,1,9,1,225.0,3,3,1,4,3,0,2,1036.0,6,0.0,336.0,1372.0,3,1,4,1472,0,0,1472,1.0,0.0,2,0,3,1,3,6,7,2,1,1980.0,3,2.0,2,233,48,0,0,0,0,0,6,2009,9,4,187500,3.0,48,9.55506418479516,12.141539457711714
379,527354200,20,5,80.0,11088,3,3,4,17,2,0,2,6,5,1978,1998,1,6,1,144.0,3,3,2,3,3,3,0,832.0,6,0.0,308.0,1140.0,4,1,4,1707,0,0,1707,0.0,0.0,2,0,3,1,3,7,7,1,1,1978.0,0,2.0,2,0,0,0,0,0,0,0,5,2009,9,4,184000,2.0,0,9.313708904953216,12.122696471358964
380,527355150,20,5,80.0,9600,3,3,4,17,4,0,2,8,5,1981,1981,3,3,3,0.0,4,3,2,4,3,3,0,1104.0,6,0.0,1420.0,2524.0,3,1,4,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,7,1,1,1981.0,0,2.0,2,474,120,0,0,0,0,0,7,2009,9,4,278000,3.5,120,9.169622538697624,12.535379989788607
381,527356040,20,5,82.0,11880,0,3,4,17,6,0,2,7,5,1978,1978,1,9,1,206.0,3,3,1,4,3,3,0,704.0,6,0.0,567.0,1271.0,3,1,4,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,7,1,1,1978.0,2,2.0,2,0,0,0,0,0,0,0,4,2009,0,0,157000,2.0,0,9.382695764458287,11.964007453736912
382,527359050,20,5,80.0,10400,3,3,4,17,2,0,2,7,5,1976,1976,1,6,1,189.0,3,3,1,4,3,3,6,0.0,6,0.0,1090.0,1090.0,3,1,4,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,7,1,1,1976.0,2,2.0,2,0,0,0,0,0,0,0,6,2009,9,3,152000,2.0,0,9.249657234353133,11.931642378754141
383,527359180,60,5,80.0,10304,0,3,1,17,4,0,5,5,7,1976,1976,1,9,1,44.0,3,4,1,3,3,3,0,381.0,6,0.0,399.0,780.0,5,1,4,1088,780,0,1868,1.0,0.0,2,1,4,1,4,9,7,1,1,1976.0,3,2.0,2,448,96,0,0,0,0,0,10,2009,9,4,197500,3.5,96,9.240384493324559,12.193498926601634
384,527364030,60,2,70.0,7000,3,3,4,24,2,0,5,7,5,2003,2003,1,5,3,0.0,4,3,2,4,3,2,2,622.0,6,0.0,304.0,926.0,5,1,4,1016,868,0,1884,1.0,0.0,2,1,3,1,5,7,7,1,1,2003.0,2,2.0,2,0,35,0,0,0,0,0,6,2009,9,4,240900,3.5,35,8.853808274977197,12.392141339694389
385,527365030,60,2,75.0,8004,0,3,4,24,6,0,5,8,5,2009,2009,1,13,4,110.0,4,3,2,4,3,3,2,544.0,6,0.0,288.0,832.0,5,1,4,832,1103,0,1935,1.0,0.0,2,1,3,1,3,8,7,0,3,2009.0,0,2.0,2,0,150,0,0,0,0,0,12,2009,6,5,263435,3.5,150,8.987821625430815,12.481565733211923
386,527366030,60,2,72.5,7500,3,3,4,24,8,0,5,8,5,2000,2001,1,13,3,0.0,4,3,2,4,3,3,6,0.0,6,0.0,1058.0,1058.0,5,1,4,1058,816,0,1874,0.0,0.0,2,1,3,1,4,7,7,1,1,2000.0,0,2.0,2,0,134,0,0,0,0,0,3,2009,9,4,220000,2.5,134,8.922791623969637,12.301387370778713
387,527368010,60,2,72.5,8470,3,3,0,24,2,0,5,8,5,2002,2002,1,13,3,0.0,4,3,2,4,3,3,2,225.0,0,276.0,471.0,972.0,5,1,4,972,839,0,1811,0.0,0.0,2,1,3,1,4,7,7,1,1,2002.0,2,2.0,2,225,48,0,0,0,0,0,10,2009,9,4,235000,2.5,48,9.044403844431551,12.367345048436391
388,527375100,20,5,80.0,9373,0,3,1,17,4,0,2,5,7,1975,1975,1,6,1,161.0,3,3,1,4,3,0,0,1333.0,3,168.0,120.0,1621.0,3,1,4,1621,0,0,1621,1.0,0.0,2,0,3,1,3,7,7,2,1,1975.0,2,2.0,2,0,0,0,0,490,0,0,6,2009,9,4,213000,3.0,490,9.14569517848265,12.269052139516223
389,527375180,20,5,78.0,10140,3,3,4,17,2,0,2,6,6,1974,1974,3,9,1,196.0,3,3,1,3,3,3,0,888.0,6,0.0,228.0,1116.0,5,1,4,1116,0,0,1116,1.0,0.0,2,0,3,1,3,6,7,1,1,1974.0,2,2.0,2,0,0,0,0,0,0,0,4,2009,9,4,167900,3.0,0,9.224341891611996,12.031129798974042
390,527375210,20,5,85.0,11050,0,3,0,17,2,0,2,7,5,1975,1975,1,9,3,0.0,3,3,1,3,3,3,0,636.0,6,0.0,540.0,1176.0,2,1,4,1193,0,0,1193,0.0,0.0,2,0,3,1,3,5,7,1,1,1975.0,3,2.0,2,40,0,0,0,0,0,0,8,2009,9,4,158000,2.0,0,9.310276200588783,11.970356641102999
391,527376100,20,5,78.0,10140,3,3,4,17,2,0,2,6,5,1974,1974,3,6,1,174.0,3,3,1,4,3,3,6,0.0,6,0.0,1064.0,1064.0,3,1,4,1350,0,0,1350,0.0,0.0,2,0,3,1,3,7,7,1,1,1974.0,2,2.0,2,0,0,0,0,0,0,0,8,2009,9,4,165000,2.0,0,9.224341891611996,12.013706813470414
392,527378140,80,5,80.0,10448,0,3,0,17,2,0,7,6,6,1972,1972,1,6,1,333.0,3,3,1,3,3,3,6,0.0,6,0.0,689.0,689.0,3,1,4,1378,741,0,2119,0.0,0.0,2,1,3,1,3,7,7,1,1,1972.0,2,2.0,2,0,104,0,0,0,0,0,8,2009,0,0,158000,2.5,104,9.254261559034111,11.970356641102999
393,527401160,90,5,60.0,9000,3,3,2,15,2,2,5,5,5,1974,1974,1,13,3,0.0,3,3,1,4,3,3,6,0.0,6,0.0,896.0,896.0,3,1,4,896,896,0,1792,0.0,0.0,2,2,4,2,3,8,7,0,6,0.0,1,0.0,2,32,45,0,0,0,0,0,9,2009,9,4,136000,3.0,45,9.105090961257085,11.820417517632333
394,527402220,20,5,73.0,8750,0,3,4,15,2,0,2,5,6,1970,1970,1,8,1,76.0,3,3,1,3,3,3,1,828.0,6,0.0,174.0,1002.0,3,1,4,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,7,0,5,1973.0,3,2.0,2,0,0,0,0,0,0,0,8,2009,9,4,148500,2.0,0,9.076923258535832,11.908346971208951
395,527403040,20,5,61.0,7930,3,3,4,15,2,0,2,6,8,1969,2005,1,9,3,0.0,3,3,1,3,3,3,2,439.0,3,472.0,115.0,1026.0,4,1,4,1026,0,0,1026,1.0,0.0,1,0,3,1,4,5,7,0,5,1969.0,2,2.0,2,171,48,0,0,0,0,0,7,2009,9,4,156000,2.0,48,8.97853441008332,11.957617696467539
396,527404020,20,5,73.0,7830,0,3,4,15,2,0,2,5,5,1970,1970,1,6,3,0.0,3,3,1,3,3,3,6,0.0,6,0.0,1180.0,1180.0,3,1,4,1180,0,0,1180,0.0,0.0,1,1,2,1,3,6,7,0,1,1970.0,2,2.0,2,0,45,0,0,0,0,0,3,2009,0,4,128000,1.5,45,8.965845494750937,11.759793355371237
397,527404030,20,5,73.0,8510,0,3,4,15,2,0,2,5,7,1971,1971,1,9,1,178.0,3,3,1,4,3,3,0,500.0,6,0.0,543.0,1043.0,5,1,4,1050,0,0,1050,1.0,0.0,1,1,3,1,3,6,7,0,1,1971.0,3,1.0,2,0,0,0,0,0,0,0,7,2009,9,4,143000,2.5,0,9.049114723476961,11.870606902224587
398,527405130,20,5,60.0,7038,3,3,4,15,2,0,2,4,6,1970,1970,1,13,3,0.0,3,3,1,3,3,3,0,726.0,6,0.0,138.0,864.0,3,1,4,864,0,0,864,1.0,0.0,1,0,3,1,3,5,7,0,5,2001.0,3,2.0,2,210,0,0,0,0,0,0,9,2009,9,0,76500,2.0,0,8.85922139360813,11.245059091624615
399,527405160,20,5,60.0,6960,3,3,4,15,2,0,2,4,6,1970,1970,1,6,3,0.0,3,3,1,3,3,3,0,375.0,1,239.0,250.0,864.0,3,1,4,864,0,0,864,0.0,0.0,1,0,3,1,4,5,7,0,5,1989.0,3,2.0,2,96,0,0,0,0,0,500,11,2009,9,4,120500,1.0,0,8.848078421168667,11.699413330633599
400,527405180,20,5,70.0,8120,3,3,4,15,2,0,2,4,7,1970,1970,1,8,3,0.0,3,4,1,3,3,3,0,191.0,6,0.0,673.0,864.0,5,1,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,5,1994.0,3,2.0,2,0,0,0,0,0,0,0,7,2009,9,4,124500,1.0,0,9.002208578282412,11.732069026983156
401,527425060,20,5,70.0,10500,3,3,2,15,2,0,2,4,6,1971,1971,1,6,3,0.0,3,3,1,3,3,3,0,524.0,3,180.0,160.0,864.0,4,1,4,864,0,0,864,0.0,0.0,1,0,2,1,3,4,7,0,5,1989.0,3,2.0,2,216,0,0,0,0,0,0,3,2009,9,0,97000,1.0,0,9.259225769705994,11.48247656671073
402,527425110,20,5,60.0,9000,3,3,2,15,2,0,2,4,7,1971,2006,1,13,3,0.0,3,4,1,3,3,3,0,240.0,6,0.0,624.0,864.0,4,1,4,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,0,5,1986.0,3,2.0,2,200,0,0,0,0,0,0,7,2009,9,4,130000,1.0,0,9.105090961257085,11.775297421715827
403,527450280,160,6,21.0,1680,3,3,4,2,2,3,5,6,5,1973,1973,1,6,1,504.0,3,3,1,3,3,3,1,254.0,6,0.0,229.0,483.0,3,1,4,483,504,0,987,1.0,0.0,1,1,2,1,3,5,7,0,5,1973.0,3,1.0,2,0,0,0,0,0,0,0,7,2009,9,4,111000,2.5,0,7.427144133408616,11.6172944892629
404,527451110,160,6,24.0,2368,3,3,4,2,2,4,5,5,6,1970,1970,1,6,3,312.0,3,3,1,3,3,3,3,765.0,6,0.0,0.0,765.0,3,1,4,765,600,0,1365,0.0,0.0,1,1,3,1,3,7,2,0,1,1970.0,3,2.0,2,0,36,0,0,0,0,0,5,2009,9,4,125000,1.5,36,7.7702232041587855,11.736077016252437
405,527451320,160,6,21.0,1680,3,3,4,2,2,3,5,5,5,1971,1971,1,6,1,142.0,3,3,1,3,3,3,6,0.0,6,0.0,630.0,630.0,3,1,4,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,7,0,5,1991.0,3,1.0,2,0,0,0,0,0,0,0,5,2009,0,0,112000,2.5,0,7.427144133408616,11.626263078808801
406,527451540,160,6,21.0,1680,3,3,4,2,2,3,5,6,6,1972,1972,1,6,1,425.0,3,3,1,3,3,3,5,110.0,3,294.0,79.0,483.0,3,1,4,483,504,0,987,1.0,0.0,1,1,2,1,3,5,7,0,5,1972.0,3,1.0,2,0,0,0,0,0,0,0,7,2009,9,4,97000,2.5,0,7.427144133408616,11.48247656671073
407,527451640,160,6,21.0,1680,3,3,4,2,2,3,5,6,8,1972,2007,1,6,1,510.0,3,3,1,3,3,3,0,162.0,6,0.0,321.0,483.0,4,1,4,483,504,0,987,0.0,0.0,1,1,2,1,4,5,7,0,5,1972.0,3,1.0,2,250,0,0,0,0,0,0,5,2009,9,4,118000,1.5,0,7.427144133408616,11.678448377988165
408,527451650,160,6,21.0,1680,3,3,4,2,2,3,5,5,7,1972,1972,1,5,1,268.0,3,3,1,3,3,3,0,231.0,6,0.0,399.0,630.0,3,1,4,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,7,0,5,1972.0,3,1.0,2,185,0,0,0,0,0,0,2,2009,9,4,119500,2.5,0,7.427144133408616,11.691080018519527
409,527452060,120,5,24.0,4928,0,3,4,16,2,4,2,6,6,1976,1976,1,9,3,0.0,3,3,1,4,3,3,3,958.0,6,0.0,0.0,958.0,3,1,4,958,0,0,958,0.0,0.0,2,0,2,1,3,5,7,0,1,1976.0,2,2.0,2,0,60,0,0,0,0,0,10,2009,9,4,143750,2.0,60,8.502891406705377,11.87583791515714
410,527453050,160,5,24.0,2308,3,3,2,16,2,4,5,6,5,1976,1976,1,9,3,0.0,3,3,1,4,3,3,0,306.0,6,0.0,498.0,804.0,3,1,4,804,744,0,1548,0.0,0.0,2,1,3,1,3,7,7,1,5,1976.0,2,2.0,2,108,0,0,0,0,0,0,9,2009,9,4,146000,2.5,0,7.744569809354496,11.891368749982085
411,527453060,160,5,24.0,2280,3,3,2,16,2,3,5,6,6,1976,1976,1,9,3,0.0,3,3,1,4,3,3,0,566.0,6,0.0,289.0,855.0,3,1,4,855,601,0,1456,0.0,0.0,2,1,3,1,3,7,7,1,1,1976.0,3,2.0,2,87,0,0,0,0,0,0,7,2009,9,4,148500,2.5,0,7.732369222284388,11.908346971208951
412,527453140,120,5,24.0,2280,3,3,2,16,2,3,2,7,5,1975,1975,1,9,3,0.0,3,3,1,4,3,3,0,435.0,3,622.0,0.0,1057.0,3,1,4,1055,0,0,1055,0.0,1.0,2,0,2,1,3,4,7,1,1,1975.0,2,2.0,2,0,27,0,0,0,0,0,8,2009,9,4,123000,2.5,27,7.732369222284388,11.719947764402807
413,527454050,160,5,24.0,2308,3,3,4,16,2,4,5,6,5,1974,1974,1,9,3,0.0,3,3,1,3,3,3,0,257.0,5,495.0,103.0,855.0,3,1,4,855,467,0,1322,0.0,1.0,2,1,3,1,3,6,7,1,1,1974.0,3,2.0,2,260,0,0,0,0,0,0,6,2009,9,4,147000,3.0,0,7.744569809354496,11.898194668458823
414,527454130,160,5,24.0,2349,3,3,4,16,2,3,5,6,5,1977,1977,1,9,3,0.0,3,3,1,4,3,3,0,389.0,6,0.0,466.0,855.0,3,1,4,855,601,0,1456,0.0,0.0,2,1,3,1,3,6,7,1,1,1977.0,3,2.0,2,0,28,0,0,0,0,0,5,2009,9,4,137900,2.5,28,7.762170607138205,11.834291315386718
